Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Stress_Level,Gender,Grades
1329,9.2,1.4,8.3,2.4,2.7,High,Female,8.68
1330,5.3,1.7,7.7,2.6,6.7,Low,Male,6.35
1331,8.7,3.3,8.9,0.1,3,High,Female,8.35
1332,9.7,3.3,9.2,0.5,1.3,High,Female,7.95
1333,7.1,1.9,5.8,0.2,9,High,Male,7.55
1334,9.6,2.3,8.3,3.5,0.3,High,Female,8.52
1335,6.7,2.5,5.2,1.1,8.5,High,Female,7.78
1336,6.8,1.5,7.7,0,8,Moderate,Female,7.88
1337,6.2,0.8,6.3,4.8,5.9,Moderate,Male,6.9
1338,7.5,3.5,6.2,0.5,6.3,Moderate,Female,7.5
1339,6.8,3,7.8,4.9,1.5,Moderate,Female,7.48
1340,5.2,3.9,6.9,0.9,7.1,Low,Female,8.2
1341,8.3,1.1,7.9,3.5,3.2,High,Male,8.72
1342,6.3,1.8,7.7,4,4.2,Moderate,Female,7.28
1343,8.9,1.6,8.2,0.8,4.5,High,Male,8.25
1344,8.6,0.1,6,2.9,6.4,High,Male,8.55
1345,9.4,2.1,9.6,1.4,1.5,High,Male,8
1346,9,1,9.5,4.1,0.4,High,Male,8.35
1347,9.7,2.1,8.4,3,0.8,High,Male,8.78
1348,5.2,2,5.8,1.1,9.9,High,Male,6.45
1349,6.8,1.7,8.1,0.4,7,Moderate,Female,6.88
1350,7.9,2.5,7.8,4.3,1.5,Moderate,Male,7.98
1351,6.7,3.1,7.2,2.9,4.1,Moderate,Female,8.1
1352,6.5,0.3,5.5,5.5,6.2,High,Female,8.2
1353,8.4,0.5,6.8,3.6,4.7,High,Male,8.35
1354,5,0.8,9.8,3.7,4.7,Low,Female,6.72
1355,6.3,0.3,5.1,1.5,10.8,High,Female,7.25
1356,8.6,3.7,7,0.9,3.8,High,Female,8.7
1357,7.6,3.6,9,0.3,3.5,Moderate,Female,8.18
1358,9.5,0.5,7.7,5.3,1,High,Male,9.45
1359,7.1,1.9,5.4,1.7,7.9,High,Female,7.85
1360,6.4,1.8,8.4,1,6.4,Moderate,Male,7.32
1361,7.4,3,9.3,2.7,1.6,Moderate,Female,7.38
1362,9.7,0.5,8.9,1.3,3.6,High,Female,8.82
1363,9.7,2.9,8.8,0.6,2,High,Male,9.68
1364,8.8,0.4,9.8,4.5,0.5,High,Female,7.8
1365,6.4,3.3,7.6,2.8,3.9,Moderate,Female,7.78
1366,8.6,1.6,8.1,4,1.7,High,Female,7.35
1367,8.6,0.2,9.3,2.7,3.2,High,Male,7.78
1368,7.4,3.5,6.9,4.5,1.7,Moderate,Female,7.38
1369,5.5,1.9,10,4.6,2,Low,Male,7.08
1370,6.2,1.6,8.9,4.6,2.7,Moderate,Female,6.58
1371,6.1,3.7,8,2.3,3.9,Moderate,Male,8.52
1372,7.8,1.9,7.5,1.1,5.7,Moderate,Male,7.95
1373,9.1,2.2,5.7,4.6,2.4,High,Female,7.92
1374,7.6,0.5,9.7,1.1,5.1,Moderate,Female,7.68
1375,6.3,1.6,6.9,4.8,4.4,Moderate,Male,6.72
1376,6.3,2,5.7,3.7,6.3,High,Male,7.28
1377,7.8,2.9,9.7,3.3,0.3,Moderate,Female,7.72
1378,9.5,3.9,9.3,0.1,1.2,High,Male,8.2
1379,9.7,1.7,5,2.7,4.9,High,Female,8.68
1380,6.7,1.9,8.1,5.2,2.1,Moderate,Female,7.2
1381,8.3,1.7,9.1,4.4,0.5,High,Female,8.15
1382,6.4,0.2,8.3,5.2,3.9,Moderate,Female,6.88
1383,5.8,3.2,9.3,5.2,0.5,Low,Male,7.4
1384,6.6,2.2,5.3,0.3,9.6,High,Female,7.35
1385,8.6,1.8,6.3,1.1,6.2,High,Male,8
1386,7.4,1.4,6.6,5.8,2.8,Moderate,Female,7.18
1387,8.2,0.1,7.2,5.3,3.2,High,Male,7.8
1388,8.8,2.4,7.9,0.3,4.6,High,Female,8.15
1389,5.7,2.5,6,3,6.8,Low,Male,6.25
1390,9.7,3.4,8.6,0.2,2.1,High,Male,8.82
1391,5.5,2,5.8,5.9,4.8,High,Female,7.05
1392,6.8,2.6,5.6,2.6,6.4,High,Female,6.92
1393,6.4,3.6,5.2,5.5,3.3,High,Female,7.15
1394,8.9,0.1,9.8,2.7,2.5,High,Female,8.78
1395,6.5,1.5,5.3,5.9,4.8,High,Male,7.5
1396,7.2,3.8,6.2,3.2,3.6,Moderate,Female,7.55
1397,7.4,2.8,5.3,1.2,7.3,High,Male,8.12
1398,5.9,2.3,6.1,5.2,4.5,Low,Male,6.8
1399,9.7,2.1,6.8,1.3,4.1,High,Female,8.88
1400,9.7,1.6,8.5,2.1,2.1,High,Male,9.68
1401,7.6,1.1,7.3,2.8,5.2,Moderate,Male,8
1402,6.6,0.2,7.5,3.3,6.4,Moderate,Male,7.55
1403,5.8,3,9.9,5,0.3,Low,Male,7.32
1404,8.5,1.8,7.7,5.1,0.9,High,Female,8.07
1405,7.4,1.5,7.5,3.5,4.1,Moderate,Female,8.32
1406,5.5,2.4,5.6,0.5,10,High,Female,7.78
1407,7.6,1.6,7.9,0.5,6.4,Moderate,Female,7.22
1408,9.9,2.2,8.4,1.1,2.4,High,Male,8.57
1409,5.5,3.9,6.4,2.5,5.7,Low,Male,7
1410,9.1,2.1,6.4,0.4,6,High,Female,8.43
1411,5.8,3.6,8.4,1.5,4.7,Low,Female,7.28
1412,7.9,1.6,6.8,1.3,6.4,Moderate,Female,7.75
1413,8.3,3.9,5.9,3.5,2.4,High,Male,7.38
1414,6.3,3.3,7.4,3.3,3.7,Moderate,Female,6.3
1415,6.5,0.7,5.4,4.3,7.1,High,Female,7.75
1416,7,1.7,7.3,2.2,5.8,Moderate,Female,7.12
1417,5.5,1.2,8.3,4,5,Low,Male,6.9
1418,6,0.8,5.1,5.4,6.7,High,Male,6.35
1419,6.1,0.9,6.4,0.8,9.8,Moderate,Male,6.98
1420,5.7,2.6,6.7,4.2,4.8,Low,Male,7.25
1421,7.8,1,8.3,0.7,6.2,Moderate,Male,6.72
1422,6.3,2.4,9.4,5.9,0,Moderate,Male,8.05
1423,8,1.6,6.1,1.5,6.8,Moderate,Male,6.88
1424,9.6,1.5,6.9,2.3,3.7,High,Male,8.43
1425,9.2,2.6,8.1,1.4,2.7,High,Female,8.48
1426,7,2,8.3,0.1,6.6,Moderate,Female,8.18
1427,9.4,1.8,6.7,0.8,5.3,High,Male,8.43
1428,7,2.7,7.1,5.8,1.4,Moderate,Male,6.18
1429,8,3.2,5.5,2.4,4.9,High,Female,8.4
1430,9.3,0.3,5.4,5.1,3.9,High,Male,7.55
1431,6.1,2.7,7.7,5,2.5,Moderate,Male,7.6
1432,7.1,1.3,8,5.6,2,Moderate,Male,7.7
1433,9.2,4,5.1,0.6,5.1,High,Female,9.05
1434,6.4,1,8.9,0.3,7.4,Moderate,Female,7.6
1435,6.8,2,7.8,4.4,3,Moderate,Female,8.18
1436,7.9,2.2,8.2,1.5,4.2,Moderate,Female,7.18
1437,5.4,0.5,6.1,3,9,Low,Female,7.28
1438,8.9,1.4,7,2.4,4.3,High,Male,8.75
1439,6,0.2,8,5.9,3.9,Moderate,Female,6.9
1440,9.1,2.8,9.7,1,1.4,High,Male,8.82
1441,8.3,1.9,8.2,2.5,3.1,High,Male,8.12
1442,7.6,3.2,8.7,3,1.5,Moderate,Female,7.15
1443,5.6,2.9,7.5,5.4,2.6,Low,Female,7.45
1444,5.7,3,5,1,9.3,High,Male,6.05
1445,7.9,2.9,9.6,2.5,1.1,Moderate,Male,7.48
1446,5,0.5,7.7,4.1,6.7,Low,Male,7.68
1447,7.1,2.9,7.6,0.4,6,Moderate,Female,7.88
1448,8.6,3.6,5.6,5.9,0.3,High,Female,8.02
1449,6,0,10,1.7,6.3,Moderate,Female,6.75
1450,7.9,3.6,6.6,4,1.9,Moderate,Female,8.22
1451,5.9,2.5,6.7,1.3,7.6,Low,Female,6.75
1452,9.5,1.6,6.2,2.7,4,High,Male,8.3
1453,6.6,3,9.9,2,2.5,Moderate,Female,7.58
1454,5.8,2.8,7.6,3.9,3.9,Low,Male,7.72
1455,9.4,1.8,9.5,2.5,0.8,High,Male,9.78
1456,6.6,3.9,8.3,0.2,5,Moderate,Male,7.32
1457,6.6,2.5,5.3,0.1,9.5,High,Female,6.5
1458,7.2,1.1,5.8,4.1,5.8,High,Female,7.4
1459,7.6,0.8,6.6,3.6,5.4,Moderate,Female,8.25
1460,8.6,2.7,7.4,3.4,1.9,High,Male,8.62
1461,5.2,2.5,8.9,3,4.4,Low,Male,6.28
1462,8.2,2.8,9.4,1.2,2.4,High,Male,7.65
1463,8.8,2.2,9.4,1.9,1.7,High,Male,9.62
1464,8.7,3.9,5.4,0.3,5.7,High,Male,8.55
1465,9.7,2.1,8.1,2,2.1,High,Male,8.72
1466,8.7,1.2,6.5,5,2.6,High,Female,8.12
1467,5.4,3.5,6.3,3.6,5.2,Low,Female,7.12
1468,7.1,2.8,6.7,1.7,5.7,Moderate,Female,7.9
1469,10,3,8.2,1,1.8,High,Female,9.52
1470,7.7,3.4,5.2,2.2,5.5,High,Male,8.05
1471,6.2,1.8,5.4,5.7,4.9,High,Male,7.45
1472,7.8,3.7,5,4.5,3,High,Female,7.9
1473,9.5,0.6,5.5,2.5,5.9,High,Male,8.6
1474,7.6,0.6,5,4.9,5.9,High,Female,8.22
1475,5.4,2.5,9.6,1.3,5.2,Low,Female,6.72
1476,8,0.7,8.7,1.8,4.8,Moderate,Female,8.12
1477,7.3,2.4,5.9,4.4,4,High,Male,8.25
1478,5.8,2.8,5.6,2.6,7.2,High,Female,6.55
1479,6.2,3,6.3,5.3,3.2,Moderate,Female,7.28
1480,8.1,0.4,7,4.3,4.2,High,Female,8.1
1481,8.3,2.5,6.4,2.3,4.5,High,Male,8.28
1482,7.5,2.8,6.2,1.9,5.6,Moderate,Male,7.55
1483,6.7,0.1,6.7,4.8,5.7,Moderate,Female,7.52
1484,7.3,0.1,9.4,0.1,7.1,Moderate,Male,8.22
1485,9.7,2,6.7,5.2,0.4,High,Male,8.68
1486,7.7,0.9,7.1,3.9,4.4,Moderate,Male,7.7
1487,8.6,0,9.7,0.9,4.8,High,Male,7.85
1488,5.2,0.5,9.9,1.9,6.5,Low,Male,6.52
1489,5.6,0.4,8.6,5.1,4.3,Low,Male,7.02
1490,6.1,2.1,6.3,5.6,3.9,Moderate,Male,6.82
1491,9.5,2.3,6.8,2.1,3.3,High,Male,9.35
1492,7.3,3.4,9.7,1.2,2.4,Moderate,Male,7.42
1493,7.8,0.4,6,2.5,7.3,Moderate,Male,8.1
1494,5.8,1.8,8,4.2,4.2,Low,Female,7.05
1495,6.9,3.5,7.8,2.5,3.3,Moderate,Female,7.55
1496,9.1,2.5,9.2,1.6,1.6,High,Male,8.05
1497,5.6,0.1,6.5,4.2,7.6,Low,Female,6.78
1498,7.5,1.7,7.1,1.4,6.3,Moderate,Female,8.3
1499,5.7,0.8,5.3,1.2,11,High,Male,6.85
1500,6.8,0,9.2,0.2,7.8,Moderate,Male,7
1501,9.7,3.6,7.7,1.6,1.4,High,Male,8.05
1502,8.2,0.2,5.3,2.7,7.6,High,Female,8.88
1503,7.7,3.6,5.5,4.9,2.3,High,Female,7.65
1504,6.6,1.6,5.8,3,7,High,Male,6.82
1505,9,1.8,7.5,4.8,0.9,High,Male,8.32
1506,6.3,3.5,7.9,1.3,5,Moderate,Male,8.3
1507,6.3,3.2,5.2,6,3.3,High,Female,7.5
1508,7,2,9.4,2.3,3.3,Moderate,Female,7.45
1509,7.7,0.2,5,1.5,9.6,High,Female,7.5
1510,5.6,1.6,8.2,4.3,4.3,Low,Female,7.28
1511,5.9,0.3,9.7,1.6,6.5,Low,Male,6.9
1512,9.1,3.1,8,1.3,2.5,High,Male,8.65
1513,6.3,0.5,7.5,3.5,6.2,Moderate,Male,7.18
1514,6.8,2.6,9.5,0.8,4.3,Moderate,Male,6.45
1515,6.9,0.6,8.1,4.4,4,Moderate,Female,7.5
1516,9.8,0.3,8,0.3,5.6,High,Female,8.82
1517,9.5,2.1,8.3,3.4,0.7,High,Male,8.38
1518,5.6,1.9,8,0.2,8.3,Low,Male,7.48
1519,6.4,0.1,7.1,5.4,5,Moderate,Female,6.8
1520,9.6,3,8.7,1.9,0.8,High,Male,8.62
1521,6,0.8,8.4,1.3,7.5,Moderate,Female,7.98
1522,8.9,1.8,9,3.6,0.7,High,Male,8.18
1523,8.3,0.9,6.4,1.9,6.5,High,Male,7.95
1524,6,1.8,9.5,0.6,6.1,Moderate,Male,6.95
1525,8.6,2.7,5.5,5.5,1.7,High,Male,7.25
1526,8.8,1,8.5,0.2,5.5,High,Male,8.8
1527,9.2,1.8,8.2,1.1,3.7,High,Male,9
1528,7.4,2.5,7.3,5.4,1.4,Moderate,Male,8.12
1529,7.5,3.4,9,1.7,2.4,Moderate,Female,7.58
1530,9.1,0.9,7.6,4.8,1.6,High,Female,7.7
1531,6.8,2.6,6.2,0.7,7.7,Moderate,Female,7.5
1532,6.4,3.4,6.7,5.8,1.7,Moderate,Female,7.45
1533,9.9,1.1,5.2,4.2,3.6,High,Female,8.25
1534,8.5,0.1,9.4,0.8,5.2,High,Male,8.12
1535,5.6,0.7,9.8,4.2,3.7,Low,Male,6.88
1536,6.7,0.9,7.4,3.3,5.7,Moderate,Female,8.15
1537,8.2,1,9.7,0.9,4.2,High,Male,7.02
1538,7.2,2.3,7.2,2.5,4.8,Moderate,Female,7.58
1539,8.7,2.7,9.2,0.8,2.6,High,Female,8.95
1540,6.8,1.9,6.6,0.9,7.8,Moderate,Male,8.45
1541,6.1,0.4,8.4,4,5.1,Moderate,Male,7.2
1542,7.9,3.9,7.7,4.1,0.4,Moderate,Male,8.5
1543,5.4,0.8,7.2,3.5,7.1,Low,Female,6.78
1544,9,2.4,6,3,3.6,High,Male,8.3
1545,8.7,3.1,7.5,1.4,3.3,High,Female,7.48
1546,8.7,1,5.9,3.2,5.2,High,Female,7.92
1547,6.4,2.5,5.6,3.9,5.6,High,Female,7.22
1548,8.9,2.4,9.9,1,1.8,High,Male,8.6
1549,8.4,0.3,7,5.8,2.5,High,Male,7.25
1550,5.6,2.8,8.2,2.2,5.2,Low,Female,7.28
1551,9.8,0.1,6.5,5.5,2.1,High,Male,8.1
1552,7.7,3.3,5.5,5.7,1.8,High,Male,7.48
1553,9,0.7,8.6,2.2,3.5,High,Male,9.05
1554,9.8,0.5,7.1,2.9,3.7,High,Female,8.45
1555,6.9,1.5,5.3,4.1,6.2,High,Female,6.92
1556,9.1,3.2,7.4,1.3,3,High,Male,8.28
1557,8.2,1.2,6.2,4.4,4,High,Female,7.7
1558,6.2,3.7,7.6,2.2,4.3,Moderate,Male,7.1
1559,9.4,1.6,6.7,1.2,5.1,High,Male,7.78
1560,8.4,1.2,7.9,0.4,6.1,High,Male,7.65
1561,6,1.6,9.7,2.3,4.4,Moderate,Male,6.65
1562,5.6,0.2,6.5,0.9,10.8,Low,Female,7.5
1563,5.9,3,5.1,3.3,6.7,High,Female,7.28
1564,7.8,1.3,6.5,4.4,4,Moderate,Female,6.72
1565,9.4,0.8,5.5,5.4,2.9,High,Male,8.88
1566,6.8,0.5,7.9,3.2,5.6,Moderate,Male,6.52
1567,6,1.8,9,3.5,3.7,Moderate,Male,7.3
1568,8.5,3.2,8.1,0.6,3.6,High,Female,7.72
1569,8.6,2.7,5.1,2.5,5.1,High,Male,8.85
1570,6.1,2.4,9.6,4.7,1.2,Moderate,Female,6.68
1571,9.6,3.9,5.1,3.4,2,High,Female,9.12
1572,6.3,3.9,8.1,4.5,1.2,Moderate,Female,7.22
1573,5.4,0.7,8.8,0.1,9,Low,Female,6.42
1574,8.1,2.8,6.7,0.6,5.8,High,Female,8.75
1575,5.3,2.4,7.6,4.5,4.2,Low,Female,5.62
1576,7,0.1,6.7,5.9,4.3,Moderate,Male,7.8
1577,9.4,1.3,7.9,4.6,0.8,High,Male,8.35
1578,5.4,2,9.8,4.2,2.6,Low,Female,7
1579,5.4,0.8,8.9,5,3.9,Low,Female,7.8
1580,5.1,3.3,8.9,1.6,5.1,Low,Male,7.55
1581,8.5,0.9,5.2,1.2,8.2,High,Female,7.92
1582,7.1,2,7.4,1.6,5.9,Moderate,Female,7.15
1583,5.1,2.4,7,1.8,7.7,Low,Male,7.1
1584,9.3,2,5.7,4.2,2.8,High,Female,8.78
1585,6,1.8,5.3,5,5.9,High,Female,7.2
1586,8.7,2.5,9,1.6,2.2,High,Female,8.82
1587,8.9,1.8,9.7,1.8,1.8,High,Male,9.07
1588,9.1,2.2,5.9,2.8,4,High,Male,8.32
1589,9.8,3,9.1,0.1,2,High,Male,9.75
1590,9.2,0.2,9.3,2.9,2.4,High,Female,8.22
1591,6,1.3,6.4,3.2,7.1,Moderate,Female,7.1
1592,6.2,1.8,7.6,4.6,3.8,Moderate,Male,7.45
1593,7.2,3.2,8.1,0.6,4.9,Moderate,Female,7.6
1594,7,3,7.9,2.3,3.8,Moderate,Female,7.02
1595,5.9,0.9,7.9,2.5,6.8,Low,Female,6.58
1596,8.3,3.4,6.3,2.9,3.1,High,Female,8.15
1597,9.9,1.3,8,0.4,4.4,High,Female,8.32
1598,9.8,2.9,8.9,1.7,0.7,High,Male,8.78
1599,7.9,1.8,9.3,4.8,0.2,Moderate,Female,8.35
1600,7.9,2.2,7.3,1.3,5.3,Moderate,Male,7.95
1601,5,1,7.5,2.3,8.2,Low,Female,7.05
1602,6.8,1.8,5.7,0.3,9.4,High,Male,7.52
1603,8.9,2.3,8.8,0.6,3.4,High,Female,7.55
1604,6.1,0,5.7,1.9,10.3,High,Male,7.52
1605,5.6,3.9,6.5,0.8,7.2,Low,Female,7.3
1606,5.3,3.4,9.8,1.4,4.1,Low,Male,6.32
1607,7.3,0.1,8.2,2.5,5.9,Moderate,Female,7.3
1608,8.3,1.7,5.9,4.1,4,High,Male,7.78
1609,7.8,3.4,5.6,4.7,2.5,High,Female,7.55
1610,8.5,1.8,9.7,0.6,3.4,High,Male,8.35
1611,8.2,1.5,9.8,1.5,3,High,Male,8.5
1612,10,1,7.2,3,2.8,High,Female,8.43
1613,6.5,0.1,6.1,1.7,9.6,Moderate,Female,6.8
1614,9.4,2.8,5.4,3.9,2.5,High,Male,8.43
1615,8.3,3.8,5,1.5,5.4,High,Female,8.57
1616,5.5,2.1,6.2,1.1,9.1,Low,Male,7.45
1617,9.1,0.5,7.3,5.6,1.5,High,Male,8.43
1618,5.9,1.3,7.1,1.9,7.8,Low,Male,7.28
1619,6.4,3.9,5.8,4.4,3.5,High,Female,7.28
1620,5.9,2.6,8.6,4.1,2.8,Low,Male,7.45
1621,6.6,1,9.8,5.5,1.1,Moderate,Male,8.07
1622,7.3,1.7,5.8,2.6,6.6,High,Female,7.68
1623,7.7,0.1,7.2,4.7,4.3,Moderate,Female,8.43
1624,9.5,0.1,7.8,4.7,1.9,High,Female,9.28
1625,7.7,1.3,5.7,5.3,4,High,Female,8.4
1626,7.9,2.7,9,2.9,1.5,Moderate,Male,7.92
1627,7,2.1,9,2.2,3.7,Moderate,Male,7.22
1628,9.6,0.4,8.2,2.4,3.4,High,Male,8.5
1629,7,2.7,5.3,3.6,5.4,High,Male,7.92
1630,5.9,3.6,8.3,5.3,0.9,Low,Female,7.48
1631,7.4,2.2,9.6,4.3,0.5,Moderate,Male,6.92
1632,7,1.6,6.4,1.6,7.4,Moderate,Male,7.42
1633,9.3,0.3,8.4,1,5,High,Female,8.22
1634,6.3,3.1,9.4,1.2,4,Moderate,Male,7.28
1635,7.3,1.9,9.4,4.1,1.3,Moderate,Male,8.78
1636,9.2,0,7,5.4,2.4,High,Male,8.52
1637,8.7,2.2,7.6,1.9,3.6,High,Male,9.32
1638,7.1,2.9,9.3,0.7,4,Moderate,Male,7.8
1639,7.3,1.6,8.4,1.5,5.2,Moderate,Male,8.18
1640,7.1,3.6,10,0.4,2.9,Moderate,Female,7.82
1641,6.2,3.8,9.8,0.4,3.8,Moderate,Female,7.92
1642,5.1,2.4,6.4,5.2,4.9,Low,Male,6.92
1643,6.4,2.7,8.4,1.3,5.2,Moderate,Male,7.35
1644,6.4,3.2,9,2.5,2.9,Moderate,Female,7.18
1645,8,2.4,9.1,1.9,2.6,Moderate,Male,7.52
1646,7.7,1.8,7.2,0.5,6.8,Moderate,Male,7.42
1647,8.6,0.9,6,2.5,6,High,Male,8.45
1648,6.9,1.8,7.7,1.2,6.4,Moderate,Female,6.88
1649,5.8,3.5,7.2,2.5,5,Low,Male,7.18
1650,7.8,2.2,8.5,1,4.5,Moderate,Female,7.65
1651,6.3,3.2,9.7,0.7,4.1,Moderate,Male,6.62
1652,5.3,1.3,5.7,4.3,7.4,High,Female,6.98
1653,7.7,0.6,5,4.8,5.9,High,Female,8.07
1654,6.7,2.3,6.6,0.5,7.9,Moderate,Male,6.92
1655,6.1,0.8,7.1,3.9,6.1,Moderate,Female,8.5
1656,9.8,2.4,7.4,2.5,1.9,High,Male,8.9
1657,9.6,3.3,6.6,1.1,3.4,High,Female,8.62
1658,8.7,2,5.3,4.3,3.7,High,Male,7.4
1659,9,1.2,8.3,2.3,3.2,High,Male,9.35
1660,9.4,2,6.6,4.5,1.5,High,Female,8.65
1661,6.1,1.6,9.3,4.3,2.7,Moderate,Male,6.62
1662,6.8,1.1,5.9,4.5,5.7,High,Male,7.32
1663,6.3,1.8,6.9,5.9,3.1,Moderate,Female,7
1664,5.4,2.4,8,2.5,5.7,Low,Male,6.92
1665,7.2,0.2,7.6,3,6,Moderate,Male,7.08
1666,6.3,0.7,9.8,5.1,2.1,Moderate,Female,7.58
1667,6.2,1.3,6,3,7.5,Moderate,Female,7.8
1668,5.8,3.2,9,0.8,5.2,Low,Male,7.2
1669,7,0.7,6.3,1.6,8.4,Moderate,Male,6.58
1670,9.7,0.5,9.9,0.9,3,High,Female,9.3
1671,8.9,1.4,5.7,5.1,2.9,High,Female,8.88
1672,7.8,1.9,7.5,4.4,2.4,Moderate,Male,7.28
1673,5.4,2.7,9.5,0.3,6.1,Low,Female,7.25
1674,7.2,1.6,5.7,3,6.5,High,Male,7.35
1675,5.6,1.9,8.8,1.5,6.2,Low,Male,7.22
1676,8.4,3.4,7.1,3.9,1.2,High,Male,8.15
1677,5.2,0.5,6,2.4,9.9,Low,Male,6.72
1678,8.3,2.8,7.9,1.8,3.2,High,Male,8.6
1679,7.9,1.4,5.4,6,3.3,High,Female,7.78
1680,8.3,1.3,7,1.6,5.8,High,Female,8.48
1681,6.7,1.6,8.6,3.1,4,Moderate,Female,8.85
1682,9.6,0.2,7.9,5.1,1.2,High,Female,8.65
1683,6.2,3.5,5.1,4.4,4.8,High,Male,7.42
1684,7.2,0.2,9.6,2.8,4.2,Moderate,Male,7.98
1685,5.1,2.8,7.4,0.7,8,Low,Male,7.88
1686,7.5,3.3,9.3,2.4,1.5,Moderate,Male,8.4
1687,5.1,2.8,7.1,3.4,5.6,Low,Female,6.25
1688,9.6,0.5,8.4,0,5.5,High,Male,9.25
1689,9.6,0.5,5.5,2,6.4,High,Male,7.98
1690,7.9,1.8,5.2,1.9,7.2,High,Female,7.68
1691,9.1,2.8,8.6,2.4,1.1,High,Female,8.1
1692,6.4,3.3,9.9,2.2,2.2,Moderate,Female,7.25
1693,5,0.6,6.6,3.5,8.3,Low,Female,7.22
1694,8.9,3,8,2.6,1.5,High,Male,8.22
1695,8.2,2.5,7.8,5.4,0.1,High,Male,8.5
1696,9.4,0.9,5.4,2.9,5.4,High,Female,8.9
1697,7.6,3.3,7.2,3.4,2.5,Moderate,Male,7.58
1698,8.1,3.3,5.8,3.6,3.2,High,Male,8.05
1699,8,0.7,5.6,5.9,3.8,High,Male,7.32
1700,5.9,2.7,8,3.9,3.5,Low,Female,6.95
1701,5.4,3.6,6.9,1.9,6.2,Low,Male,5.88
1702,9.3,3.7,6.5,3.9,0.6,High,Female,8.1
1703,8.9,3.7,6.2,3,2.2,High,Male,8.72
1704,5,2.3,6.7,1.9,8.1,Low,Male,6.6
1705,8.2,3.4,8,3.8,0.6,High,Male,8.15
1706,7.3,0,7.8,4,4.9,Moderate,Female,6.88
1707,8,2.9,7.9,0.3,4.9,Moderate,Male,8.12
1708,6.4,0.3,7.1,3.3,6.9,Moderate,Female,6.92
1709,6.6,2.9,8.2,2,4.3,Moderate,Female,7.85
1710,8.2,2.2,5.1,4.2,4.3,High,Female,8.7
1711,6.9,3.8,9.1,2.5,1.7,Moderate,Male,7.2
1712,6.7,1.9,6.5,3.1,5.8,Moderate,Male,7.18
1713,5.8,3.9,5.5,5.6,3.2,High,Male,7.2
1714,8.6,1.7,8.2,1.9,3.6,High,Male,8.65
1715,6.5,2.3,7.5,3.5,4.2,Moderate,Female,7
1716,5.4,0.2,6.3,0.4,11.7,Low,Female,6.32
1717,5.5,3.3,5.2,4,6,High,Female,7.38
1718,7.4,1.2,7.6,2.3,5.5,Moderate,Male,7.58
1719,7.8,0.5,10,2.4,3.3,Moderate,Female,8.57
1720,6.8,3.3,7.3,4.3,2.3,Moderate,Male,7.08
1721,5.5,3.4,8.7,1.3,5.1,Low,Female,6.85
1722,9.9,1,7.3,0.2,5.6,High,Male,8.3
1723,7,2.3,9.8,2.5,2.4,Moderate,Male,7.72
1724,5.2,1.3,7.9,5.7,3.9,Low,Female,7.6
1725,9.3,0.9,6.1,1.2,6.5,High,Female,8.22
1726,7.5,1.9,6.3,3,5.3,Moderate,Female,8.5
1727,5.2,0.5,9.4,4.5,4.4,Low,Female,7.25
1728,6.8,3,8.9,4,1.3,Moderate,Male,6.22
1729,8.6,0.8,6.7,2.8,5.1,High,Female,8.8
1730,6.6,0.6,7,5.9,3.9,Moderate,Female,7.08
1731,6.1,2.4,7.2,0.4,7.9,Moderate,Female,8.22
1732,7.6,3.5,6.4,0.5,6,Moderate,Male,7.8
1733,9.7,1.5,7.9,3.9,1,High,Male,9.22
1734,5.7,1.2,5.7,4.9,6.5,High,Female,6.65
1735,6.1,2.9,9.7,2.8,2.5,Moderate,Male,6.25
1736,6.6,1.9,8,5.9,1.6,Moderate,Female,8.52
1737,9.7,3.4,9.4,0.7,0.8,High,Male,9
1738,7,3.8,7.1,3.6,2.5,Moderate,Male,7.78
1739,8.5,3.8,6.2,4.1,1.4,High,Male,7.32
1740,8.9,2.2,8.3,1.5,3.1,High,Male,8.43
1741,7.4,2.5,7,1.2,5.9,Moderate,Female,7.78
1742,8.7,1.6,6.8,2.4,4.5,High,Female,8.55
1743,7,2.2,7.7,3,4.1,Moderate,Female,7.62
1744,5.8,0.5,9.7,3.6,4.4,Low,Male,6.62
1745,8.3,1.6,9.5,2.9,1.7,High,Female,7.8
1746,9.8,3.3,9.3,0.3,1.3,High,Female,9.32
1747,6.4,1.1,6.4,5.1,5,Moderate,Female,6.98
1748,6.2,3.2,7.8,0,6.8,Moderate,Male,7
1749,7.1,1.6,5.6,4.1,5.6,High,Male,8.2
1750,8.6,0,9.8,4.6,1,High,Male,8.7
1751,9.5,0.1,9.7,3.8,0.9,High,Female,8.93
1752,9.7,1.8,8,2.1,2.4,High,Female,9.55
1753,9.7,0.3,7.5,4.1,2.4,High,Female,8.82
1754,9.5,3.8,5.3,2.2,3.2,High,Male,9.25
1755,5.1,1.3,7.7,5.5,4.4,Low,Male,7
1756,7.7,1.1,9.5,5.3,0.4,Moderate,Female,7.48
1757,7,3.6,6.9,4.4,2.1,Moderate,Male,7.1
1758,9.6,1.8,8.7,1.4,2.5,High,Male,8.57
1759,5.1,0.4,7.5,4.1,6.9,Low,Male,7.52
1760,8.5,2.8,7.5,4.8,0.4,High,Male,7.65
